source,source_id,name,food_group,kcal,protein_g,carbs_g,fat_g,fiber_g,fiber_insoluble_g,fiber_soluble_g,water_g,ash_g,energy_kj,n_regions
IFCT,O043,"Calf, spleen",ANIMAL MEAT,90.6,17.71,,2.12,,,,78.65,1.41,379,
IFCT,O044,"Calf, kidneys",ANIMAL MEAT,92.5,15.16,,3.50,,,,80.23,1.02,387,
IFCT,O045,"Mithun, shoulder",ANIMAL MEAT,175.9,19.05,,11.14,,,,68.86,0.84,736,
IFCT,O046,"Mithun, chops",ANIMAL MEAT,128.1,18.19,,6.12,,,,73.81,0.79,536,
IFCT,O047,"Mithun, round (leg)",ANIMAL MEAT,115.9,19.61,,4.10,,,,72.25,0.90,485,
IFCT,O048,"Pork, shoulder",ANIMAL MEAT,237.3,17.41,,18.83,,,,62.92,0.75,993,
IFCT,O049,"Pork, chops",ANIMAL MEAT,178.8,19.41,,11.30,,,,68.40,0.64,748,
IFCT,O050,"Pork, ham",ANIMAL MEAT,240.4,18.83,,18.55,,,,61.94,0.62,1006,
IFCT,O051,"Pork, lungs",ANIMAL MEAT,85.6,15.13,,2.74,,,,81.12,0.93,358,
IFCT,O052,"Pork, heart",ANIMAL MEAT,109.2,16.31,,4.87,,,,77.74,1.01,457,
IFCT,O053,"Pork, liver",ANIMAL MEAT,115.7,19.89,,3.94,,,,74.88,1.18,484,
IFCT,O054,"Pork, stomach",ANIMAL MEAT,131.5,15.36,,7.81,,,,76.51,0.23,550,
IFCT,O055,"Pork, spleen",ANIMAL MEAT,85.3,15.13,,2.71,,,,80.93,1.13,357,
IFCT,O056,"Pork, kidneys",ANIMAL MEAT,90.6,14.35,,3.65,,,,80.92,0.97,379,
IFCT,O057,"Pork, tube (small intestine)",ANIMAL MEAT,140.3,14.96,,8.98,,,,75.42,0.55,587,
IFCT,O058,"Hare, shoulder",ANIMAL MEAT,144.1,21.13,,6.58,,,,71.06,1.17,603,
IFCT,O059,"Hare, chops",ANIMAL MEAT,106.4,20.62,,2.55,,,,75.47,1.27,445,
IFCT,O060,"Hare, leg",ANIMAL MEAT,120.2,20.52,,4.16,,,,73.00,1.26,503,
IFCT,O061,"Rabbit, shoulder",ANIMAL MEAT,151.8,20.01,,7.96,,,,70.75,1.19,635,
IFCT,O062,"Rabbit, chops",ANIMAL MEAT,135.0,22.61,,4.88,,,,71.03,1.35,565,
IFCT,O063,"Rabbit, leg",ANIMAL MEAT,139.6,21.31,,5.99,,,,70.33,1.26,584,
IFCT,P001,Allathi (Elops machnata),MARINE FISH,97.0,21.77,,0.98,,,,75.91,1.06,406,
IFCT,P002,Aluva (Parastromateus niger),MARINE FISH,103.7,21.63,,1.80,,,,75.71,1.39,434,
IFCT,P003,Anchovy (Stolephorus indicus),MARINE FISH,87.7,19.88,,0.78,,,,77.77,1.62,367,
IFCT,P004,Ari fish (Aprion virescens ),MARINE FISH,99.2,22.01,,1.11,,,,77.09,1.34,415,
IFCT,P005,Betki (Lates calcarifer),MARINE FISH,67.9,15.28,,0.29,,,,82.52,1.12,284,
IFCT,P006,Black snapper (Macolor niger),MARINE FISH,90.1,19.50,,1.24,,,,78.09,1.19,377,
IFCT,P007,Bombay duck (Harpadon nehereus),MARINE FISH,68.6,13.53,,1.03,,,,83.24,1.07,287,
IFCT,P008,Bommuralu (Muraenesox cinerius),MARINE FISH,115.9,22.30,,2.87,,,,76.42,1.21,485,
IFCT,P009,Cat fish (Tachysurus thalassinus),MARINE FISH,109.0,22.18,,2.13,,,,76.22,1.32,456,
IFCT,P010,Chakla (Rachycentron canadum),MARINE FISH,97.0,20.21,,1.68,,,,78.36,1.07,406,
IFCT,P011,Chappal (Aluterus monoceros ),MARINE FISH,75.8,17.17,,0.67,,,,80.61,1.23,317,
IFCT,P012,Chelu (Elagatis bipinnulata),MARINE FISH,87.5,20.02,,0.70,,,,76.36,1.28,366,
IFCT,P013,Chembali (Lutjanus quinquelineatus),MARINE FISH,97.0,20.06,,1.77,,,,77.54,0.86,406,
IFCT,P014,Eri meen (Pristipomoides filamentosus),MARINE FISH,108.5,22.30,,2.02,,,,76.54,1.28,454,
IFCT,P015,Gobro (Epinephelus diacanthus),MARINE FISH,86.5,19.37,,0.88,,,,78.84,0.98,362,
IFCT,P016,Guitar fish (Rhinobatus prahli),MARINE FISH,95.6,22.56,,0.44,,,,75.73,1.32,400,
IFCT,P017,Hilsa (Tenualosa ilisha),MARINE FISH,258.8,21.80,,18.49,,,,60.09,1.11,1083,
IFCT,P018,Jallal (Arius sp.),MARINE FISH,100.4,21.55,,1.46,,,,77.50,1.17,420,
IFCT,P019,Jathi vela meen (Lethrinus lentjan),MARINE FISH,108.3,22.45,,1.92,,,,75.66,1.26,453,
IFCT,P020,Kadal bral (Synodus indicus),MARINE FISH,88.0,18.72,,1.34,,,,79.66,1.27,368,
IFCT,P021,Kadali (Nemipterus mesoprion),MARINE FISH,126.7,22.07,,4.20,,,,73.74,1.06,530,
IFCT,P022,Kalamaara (Leptomelanosoma indicum),MARINE FISH,125.0,20.89,,4.54,,,,75.50,1.08,523,
IFCT,P023,Kalava (Epinephelus coioides),MARINE FISH,89.4,19.38,,1.20,,,,80.02,1.34,374,
IFCT,P024,Kanamayya (Lutjanus rivulatus),MARINE FISH,87.7,20.19,,0.65,,,,77.59,1.07,367,
IFCT,P025,Kannadi paarai (Alectis indicus),MARINE FISH,101.1,22.09,,1.27,,,,76.25,1.28,423,
IFCT,P026,Karimeen (Etroplus suratensis),MARINE FISH,92.3,19.68,,1.38,,,,78.66,0.97,386,
IFCT,P027,Karnagawala (Anchoa hepsetus),MARINE FISH,86.8,19.52,,0.84,,,,79.22,1.45,363,
IFCT,P028,Kayrai (Thunnus albacores),MARINE FISH,108.5,20.15,,3.00,,,,72.69,1.28,454,
IFCT,P029,Kiriyan (Atule mate),MARINE FISH,132.9,22.49,,4.70,,,,72.39,0.94,556,
IFCT,P030,Kite fish (Mobula kuhlii),MARINE FISH,98.7,23.07,,0.56,,,,77.61,1.50,413,
IFCT,P031,Korka (Terapon jarbua),MARINE FISH,126.2,23.72,,3.36,,,,72.25,1.09,528,
IFCT,P032,Kulam paarai (Carangoides fulvoguttatus),MARINE FISH,119.7,21.62,,3.60,,,,73.44,1.25,501,
IFCT,P033,Maagaa (Polynemus plebeius),MARINE FISH,87.5,20.11,,0.67,,,,79.23,1.01,366,
IFCT,P034,Mackerel (Rastrelliger kanagurta),MARINE FISH,101.1,21.51,,1.53,,,,74.55,1.20,423,
IFCT,P035,Manda clathi (Naso reticulatus),MARINE FISH,95.1,21.27,,1.00,,,,76.32,1.48,398,
IFCT,P036,Matha (Acanthurus mata),MARINE FISH,93.0,21.17,,0.79,,,,79.81,1.35,389,
IFCT,P037,Milk fish (Chanos chanos),MARINE FISH,105.6,23.66,,1.09,,,,72.22,1.12,442,
IFCT,P038,Moon fish (Mene maculata),MARINE FISH,125.7,20.74,,4.69,,,,74.21,1.69,526,
IFCT,P039,Mullet (Mugil cephalus),MARINE FISH,93.9,20.23,,1.32,,,,76.12,1.16,393,
IFCT,P040,Mural (Tylosurus crocodilus),MARINE FISH,82.5,19.04,,0.58,,,,78.96,1.11,345,
IFCT,P041,Myil meen (Istiophorus platypterus),MARINE FISH,98.0,22.89,,0.56,,,,75.57,1.21,410,
IFCT,P042,Nalla bontha (Epinephelus sp.),MARINE FISH,87.0,19.82,,0.72,,,,79.32,1.00,364,
IFCT,P043,Narba (Caranx sexfasciatus),MARINE FISH,103.3,21.95,,1.60,,,,76.37,1.17,432,
IFCT,P044,Paarai (Caranx heberi),MARINE FISH,104.0,21.58,,1.84,,,,75.77,1.21,435,
IFCT,P045,Padayappa (Canthidermis maculata),MARINE FISH,86.0,19.70,,0.69,,,,79.18,1.26,360,
IFCT,P046,Pali kora (Panna microdon),MARINE FISH,94.2,19.25,,1.81,,,,78.63,1.00,394,
IFCT,P047,Pambada (Lepturacanthus savala),MARINE FISH,128.3,21.95,,4.44,,,,74.67,1.41,537,
IFCT,P048,Pandukopa (Pseudosciaena manchurica),MARINE FISH,86.0,19.73,,0.65,,,,77.46,1.15,360,
IFCT,P049,Parava (Lactarius lactarius),MARINE FISH,111.6,21.50,,2.74,,,,77.19,1.08,467,
IFCT,P050,Parcus (Psettodes erumei),MARINE FISH,86.3,19.87,,0.62,,,,79.01,1.12,361,
IFCT,P051,Parrot fish (Scarus ghobban),MARINE FISH,89.6,20.82,,0.57,,,,76.84,1.40,375,
IFCT,P052,Perinkilichai (Pinjalo pinjalo),MARINE FISH,92.5,20.89,,0.87,,,,78.33,1.02,387,
IFCT,P053,Phopat (Coryphaena hippurus),MARINE FISH,101.3,22.05,,1.33,,,,76.42,1.24,424,
IFCT,P054,Piranha (Pygopritis sp.),MARINE FISH,131.2,20.46,,5.43,,,,76.15,0.93,549,
IFCT,P055,"Pomfret, black (Parastromateus niger)",MARINE FISH,123.1,18.91,,4.83,,,,74.43,0.97,515,
IFCT,P056,"Pomfret, snub nose (Trachinotus blochii)",MARINE FISH,89.6,21.05,,0.46,,,,77.81,1.29,375,
IFCT,P057,"Pomfret, white (Pampus argenteus)",MARINE FISH,122.6,19.02,,5.12,,,,75.91,1.01,513,
IFCT,P058,Pranel (Gerres sp.),MARINE FISH,96.8,19.69,,1.89,,,,79.54,0.76,405,
IFCT,P059,Pulli paarai (Gnathanodon speciosus),MARINE FISH,95.4,20.06,,1.55,,,,75.99,1.19,399,
IFCT,P060,Queen fish (Scomberoides commersonianus),MARINE FISH,95.6,20.97,,1.17,,,,76.63,1.22,400,
IFCT,P061,Raai fish (Lobotes surinamensis),MARINE FISH,102.8,21.61,,1.69,,,,77.14,1.11,430,
IFCT,P062,Raai vanthu (Epinephelus chlorostigma),MARINE FISH,98.0,19.39,,2.17,,,,79.95,0.92,410,
IFCT,P063,Rani (Pink perch),MARINE FISH,90.1,18.83,,1.49,,,,78.55,1.01,377,
IFCT,P064,"Ray fish, bow head, spotted (Rhina ancylostoma)",MARINE FISH,83.4,19.03,,0.70,,,,80.30,1.15,349,
IFCT,P065,Red snapper (Lutjanus argentimaculatus),MARINE FISH,104.4,22.79,,1.34,,,,76.28,1.26,437,
IFCT,P066,"Red snapper, small (Priacanthus hamrur)",MARINE FISH,107.8,21.50,,2.30,,,,76.31,1.10,451,
IFCT,P067,Sadaya (Platax orbicularis ),MARINE FISH,110.4,20.68,,2.97,,,,75.53,1.32,462,
IFCT,P068,Salmon (Salmo salar),MARINE FISH,172.3,20.97,,9.86,,,,67.84,1.13,721,
IFCT,P069,Sangada (Nemipterus japanicus),MARINE FISH,105.9,20.26,,2.67,,,,78.51,1.26,443,
IFCT,P070,Sankata paarai (Caranx ignobilis),MARINE FISH,103.7,21.87,,1.68,,,,74.88,1.18,434,
IFCT,P071,Sardine (Sardinella longiceps),MARINE FISH,152.2,17.91,,8.99,,,,72.29,0.84,637,
IFCT,P072,Shark (Carcharhinus sorrah),MARINE FISH,95.1,21.60,,0.83,,,,72.82,1.08,398,
IFCT,P073,"Shark, hammer head (Sphyrna mokarran)",MARINE FISH,103.3,23.40,,0.80,,,,74.61,0.92,432,
IFCT,P074,"Shark, spotted (Stegostoma fasciatum)",MARINE FISH,91.8,20.95,,0.75,,,,78.83,1.04,384,
IFCT,P075,Shelavu (Sphyraena jello),MARINE FISH,106.6,22.46,,1.74,,,,74.60,1.26,446,
IFCT,P076,Silan (Silonia silondia),MARINE FISH,151.3,22.72,,6.68,,,,70.12,0.77,633,
IFCT,P077,Silk fish (Beryx sp.),MARINE FISH,97.5,20.65,,1.53,,,,77.61,1.05,408,
IFCT,P078,Silver carp (Hypophthalmichthys molitrix),MARINE FISH,132.6,21.71,,5.17,,,,72.47,0.95,555,
IFCT,P079,Sole fish (Cynoglossus arel),MARINE FISH,87.7,19.05,,1.18,,,,80.18,1.06,367,
IFCT,P080,Stingray (Dasyatis pastinaca),MARINE FISH,97.5,23.98,,0.68,,,,75.67,1.14,408,
IFCT,P081,Tarlava (Drepane punctata),MARINE FISH,98.9,21.72,,1.20,,,,76.76,1.14,414,
IFCT,P082,Tholam (Plectorhinchus schotaf),MARINE FISH,103.3,20.78,,2.13,,,,76.20,1.06,432,
IFCT,P083,Tilapia (Oreochromis niloticus),MARINE FISH,83.4,18.48,,1.08,,,,79.57,1.18,349,
IFCT,P084,Tuna (Euthynnus affinis),MARINE FISH,112.3,24.50,,1.44,,,,72.12,1.11,470,
IFCT,P085,"Tuna, striped (Katsuwonus pelamis)",MARINE FISH,96.3,21.28,,1.12,,,,77.76,0.87,403,
IFCT,P086,Valava (Chirocentrus nudus),MARINE FISH,98.0,21.80,,1.06,,,,77.25,1.27,410,
IFCT,P087,Vanjaram (Scomberomorus commerson ),MARINE FISH,136.2,22.28,,5.18,,,,72.30,1.33,570,
IFCT,P088,Vela meen (Aprion virescens),MARINE FISH,128.3,22.16,,4.34,,,,71.82,1.34,537,
IFCT,P089,Vora (Siganus javus),MARINE FISH,100.9,20.14,,2.14,,,,76.94,1.26,422,
IFCT,P090,Whale shark (Galeocerdo cuvier),MARINE FISH,95.8,21.83,,0.82,,,,77.59,1.48,401,
IFCT,P091,Xiphinis (Xiphias gladius),MARINE FISH,88.4,19.82,,0.88,,,,79.22,1.15,370,
IFCT,P092,"Z.Eggs, Cat fish (Ompok bimaculatus)",MARINE FISH,143.4,24.68,,5.28,,,,69.34,1.57,600,
IFCT,Q001,Crab (Menippe mercenaria),MARINE SHELLFISH,82.0,10.23,,1.41,,,,79.77,1.74,343,
IFCT,Q002,"Crab, sea (Portunus sanguinolentus)",MARINE SHELLFISH,67.6,15.36,,0.60,,,,79.67,0.92,283,
IFCT,Q003,"Lobster, brown (Thenus orientalis)",MARINE SHELLFISH,69.8,15.96,,0.56,,,,81.48,1.29,292,
IFCT,Q004,"Lobster, king size (Thenus orientalis)",MARINE SHELLFISH,89.6,18.54,,0.78,,,,77.77,1.08,375,
IFCT,Q005,Mud crab (Scylla tranquebarica),MARINE SHELLFISH,45.4,10.00,,0.55,,,,83.10,2.60,190,
IFCT,Q006,Oyster (Crassostrea sp.),MARINE SHELLFISH,60.2,9.51,,2.44,,,,82.50,2.47,252,
IFCT,Q007,"Tiger prawns, brown (Solenocera crassicornis)",MARINE SHELLFISH,65.2,14.85,,0.56,,,,82.41,0.94,273,
IFCT,Q008,"Tiger Prawns, orange (Penaeus monodon)",MARINE SHELLFISH,64.5,14.25,,0.74,,,,81.48,0.83,270,
IFCT,R001,"Clam, green shell (Perna viridis )",MARINE MOLLUSKS,58.1,12.14,,0.98,,,,80.07,2.44,243,
IFCT,R002,"Clam, white shell, ribbed (Meretrix meretrix)",MARINE MOLLUSKS,59.8,11.82,,1.34,,,,80.27,0.85,250,
IFCT,R003,Octopus (Octopus vulgaris),MARINE MOLLUSKS,79.8,14.71,,1.12,,,,80.45,1.21,334,
IFCT,R004,"Squid, black (Loligo sp.)",MARINE MOLLUSKS,80.1,16.10,,1.07,,,,80.59,0.99,335,
IFCT,R005,"Squid, hard shell (Sepia pharaonis)",MARINE MOLLUSKS,76.5,16.82,,0.93,,,,80.52,0.75,320,
IFCT,R006,"Squid, red (Loligo duvaucelii)",MARINE MOLLUSKS,78.6,16.25,,1.44,,,,80.85,1.15,329,
IFCT,R007,"Squid, white, small (Uroteuthis duvauceli )",MARINE MOLLUSKS,84.4,17.41,,1.15,,,,79.38,1.19,353,
IFCT,S001,Cat fish (Tandanus tandanus),FRESHWATER FISH AND SHELLFISH,123.8,15.86,,6.24,,,,77.23,0.93,518,
IFCT,S002,Catla (Catla catla),FRESHWATER FISH AND SHELLFISH,94.2,17.94,,2.15,,,,78.43,0.94,394,
IFCT,S003,Freshwater Eel (Anguilla anguilla),FRESHWATER FISH AND SHELLFISH,107.8,20.41,,2.63,,,,75.57,1.03,451,
IFCT,S004,Gold fish (Carassius auratus),FRESHWATER FISH AND SHELLFISH,94.6,16.91,,2.94,,,,79.07,1.10,396,
IFCT,S005,Pangas (Pangasianodon hypophthalmus),FRESHWATER FISH AND SHELLFISH,203.6,17.12,,16.77,,,,68.50,1.12,852,
IFCT,S006,Rohu (Labeo rohita),FRESHWATER FISH AND SHELLFISH,102.3,19.71,,2.39,,,,76.34,1.28,428,
IFCT,S007,Crab (Pachygrapsus sp.),FRESHWATER FISH AND SHELLFISH,78.2,13.23,,0.89,,,,80.58,1.23,327,
IFCT,S008,"Prawns, big (Macrobrachium rosenbergii)",FRESHWATER FISH AND SHELLFISH,90.8,19.24,,0.52,,,,77.43,0.84,380,
IFCT,S009,"Prawns, small (Macrobrachium sp.)",FRESHWATER FISH AND SHELLFISH,71.0,13.07,,0.78,,,,82.58,0.86,297,
IFCT,S010,Tiger prawns (Macrobrachium sp.),FRESHWATER FISH AND SHELLFISH,67.9,14.24,,0.66,,,,83.24,0.83,284,
